population,run,group,year,contact_type,condition,age_category,cost_location,engage_tier,cost_attributed,total_cost,members,employees,visits,members_clm,hierarchy,pmpy_cost,pmpy_cost_clm,avg_risk,pmpy_cost_risk,pmpy_cost_clm_risk
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Medical,,Member,4107400.06,175,100,3593,169,,23470.85749,24304.14237,2.151467597,10909.23122,11296.54121
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Office Visit,,Member,14193.29,175,100,81,64,,81.10451429,221.7701563,2.151467597,37.6972976,103.0785481
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Outpatient,,Member,1556900.88,175,100,1088,121,,8896.576457,12866.94942,2.151467597,4135.119892,5980.545299
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Pharmacy,,Member,1465749.75,175,100,3948,168,,8375.712857,8724.700893,2.151467597,3893.023009,4055.232301
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Professional,,Member,1136566.53,175,100,3113,168,,6494.665886,6765.276964,2.151467597,3018.714247,3144.494007
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Total,,Member,5573149.81,175,100,,,,31846.57034,,2.151467597,14802.25423,
Outreach,run1,Outreach,2017,Total,Total,Total,ER,,Member,1368418.97,3326,2293,877,523,,411.4308389,2616.479866,2.151467597,191.2326448,1216.13724
Outreach,run1,Outreach,2017,Total,Total,Total,Inpatient,,Member,4852603.46,3326,2293,282,183,,1458.990818,26516.9588,2.151467597,678.1374816,12325.05609
Outreach,run1,Outreach,2017,Total,Total,Total,Maternity,,Member,197948.65,3326,2293,155,35,,59.51552916,5655.675714,2.151467597,27.66275878,2628.752449
Outreach,run1,Outreach,2017,Total,Total,Total,Medical,,Member,19715443.76,3326,2293,28456,2700,,5927.674011,7302.016207,2.151467597,2755.176987,3393.969873
Outreach,run1,Outreach,2017,Total,Total,Total,Office Visit,,Member,252768.63,3326,2293,1358,1050,,75.99778413,240.7320286,2.151467597,35.3236945,111.8920075
Outreach,run1,Outreach,2017,Total,Total,Total,Outpatient,,Member,7867039.67,3326,2293,7731,1528,,2365.315595,5148.586172,2.151467597,1099.396337,2393.057734
Outreach,run1,Outreach,2017,Total,Total,Total,Pharmacy,,Member,5091691.51,3326,2293,28449,2415,,1530.875379,2108.360874,2.151467597,711.5493541,979.9640379
Outreach,run1,Outreach,2017,Total,Total,Total,Professional,,Member,6995800.63,3326,2293,24922,2690,,2103.367598,2600.669379,2.151467597,977.6431682,1208.788542
Outreach,run1,Outreach,2017,Total,Total,Total,Total,,Member,24807135.27,3326,2293,,,,7458.54939,,2.151467597,3466.726341,
Outreach,run1,Outreach,2017,Automated Outbound,Total,Total,ER,,Employee,872376.9,3167,2192,514,332,,397.9821624,,2.151467597,184.9817134,
Outreach,run1,Outreach,2017,Automated Outbound,Total,Total,Inpatient,,Employee,2479244.59,3167,2192,143,101,,1131.04224,,2.151467597,525.7073086,
Outreach,run1,Outreach,2017,Automated Outbound,Total,Total,Maternity,,Employee,148169.89,3167,2192,71,16,,67.59575274,,2.151467597,31.41843867,
Outreach,run1,Outreach,2017,Automated Outbound,Total,Total,Medical,,Employee,10995995.64,3167,2192,16000,1747,,5016.421369,,2.151467597,2331.627665,
Outreach,run1,Outreach,2017,Automated Outbound,Total,Total,Office Visit,,Employee,152706.57,3167,2192,829,634,,69.66540602,,2.151467597,32.38041146,
Outreach,run1,Outreach,2017,Automated Outbound,Total,Total,Outpatient,,Employee,4739779.13,3167,2192,4123,957,,2162.307997,,2.151467597,1005.038607,
Outreach,run1,Outreach,2017,Automated Outbound,Total,Total,Pharmacy,,Employee,2764251.75,3167,2192,16596,1535,,1261.063755,,2.151467597,586.1411793,
Outreach,run1,Outreach,2017,Automated Outbound,Total,Total,Professional,,Employee,3776971.92,3167,2192,14166,1742,,1723.071131,,2.151467597,800.8817488,
Outreach,run1,Outreach,2017,Automated Outbound,Total,Total,Total,,Employee,13760247.39,3167,2192,,,,6277.485123,,2.151467597,2917.768844,
Outreach,run1,Outreach,2017,Mailers,Total,Total,ER,,Employee,908280.96,3304,2279,555,352,,398.543642,,2.151467597,185.2426885,
Outreach,run1,Outreach,2017,Mailers,Total,Total,Inpatient,,Employee,2492857.57,3304,2279,145,103,,1093.838337,,2.151467597,508.4149715,
Outreach,run1,Outreach,2017,Mailers,Total,Total,Maternity,,Employee,148169.89,3304,2279,71,16,,65.01530935,,2.151467597,30.21905115,
Outreach,run1,Outreach,2017,Mailers,Total,Total,Medical,,Employee,11207388.42,3304,2279,16455,1811,,4917.678113,,2.151467597,2285.731898,
Outreach,run1,Outreach,2017,Mailers,Total,Total,Office Visit,,Employee,156096.93,3304,2279,855,652,,68.49360685,,2.151467597,31.83576036,
Outreach,run1,Outreach,2017,Mailers,Total,Total,Outpatient,,Employee,4848137.77,3304,2279,4237,993,,2127.309245,,2.151467597,988.7712222,
Outreach,run1,Outreach,2017,Mailers,Total,Total,Pharmacy,,Employee,2784667.18,3304,2279,16991,1589,,1221.881167,,2.151467597,567.9291517,
Outreach,run1,Outreach,2017,Mailers,Total,Total,Professional,,Employee,3866393.08,3304,2279,14604,1806,,1696.530531,,2.151467597,788.5457041,
Outreach,run1,Outreach,2017,Mailers,Total,Total,Total,,Employee,13992055.6,3304,2279,,,,6139.55928,,2.151467597,2853.661049,
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,ER,,Employee,103999.08,175,100,46,22,,1039.9908,,2.151467597,483.3866899,
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Inpatient,,Employee,751861.17,175,100,34,19,,7518.6117,,2.151467597,3494.643243,
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Maternity,,Employee,2384.69,175,100,7,1,,23.8469,,2.151467597,11.08401541,
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Medical,,Employee,2428723.96,175,100,1928,97,,24287.2396,,2.151467597,11288.68482,
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Office Visit,,Employee,8311.42,175,100,48,36,,83.1142,,2.151467597,38.63139753,
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Outpatient,,Employee,1045940.41,175,100,634,66,,10459.4041,,2.151467597,4861.520627,
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Pharmacy,,Employee,777056.92,175,100,2161,96,,7770.5692,,2.151467597,3611.752839,
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Professional,,Employee,630922.38,175,100,1622,97,,6309.2238,,2.151467597,2932.52095,
Outreach,run1,Outreach,2017,Outbound Outreach,Total,Total,Total,,Employee,3205780.88,175,100,,,,32057.8088,,2.151467597,14900.43766,
Outreach,run1,Outreach,2017,Total,Total,Total,ER,,Employee,908280.96,3326,2293,555,352,,396.1103184,,2.151467597,184.1116822,
Outreach,run1,Outreach,2017,Total,Total,Total,Inpatient,,Employee,2519287.57,3326,2293,146,104,,1098.68625,,2.151467597,510.6682764,
Outreach,run1,Outreach,2017,Total,Total,Total,Maternity,,Employee,150554.58,3326,2293,78,17,,65.65834278,,2.151467597,30.51793245,
Outreach,run1,Outreach,2017,Total,Total,Total,Medical,,Employee,11275841.01,3326,2293,16651,1823,,4917.505892,,2.151467597,2285.651849,
Outreach,run1,Outreach,2017,Total,Total,Total,Office Visit,,Employee,158165.66,3326,2293,866,659,,68.97761012,,2.151467597,32.0607246,
Outreach,run1,Outreach,2017,Total,Total,Total,Outpatient,,Employee,4863900.07,3326,2293,4303,996,,2121.194972,,2.151467597,985.9293139,
Outreach,run1,Outreach,2017,Total,Total,Total,Pharmacy,,Employee,2790282.87,3326,2293,17099,1600,,1216.869983,,2.151467597,565.5999581,
Outreach,run1,Outreach,2017,Total,Total,Total,Professional,,Employee,3892653.37,3326,2293,14748,1818,,1697.624671,,2.151467597,789.0542591,
Outreach,run1,Outreach,2017,Total,Total,Total,Total,,Employee,14066123.88,3326,2293,,,,6134.375874,,2.151467597,2851.251808,
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,ER,,Member,1429046.36,3367,2379,787,456,,424.4271934,3133.873597,1.651997222,256.9176193,1897.021105
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Inpatient,,Member,4938622.52,3367,2379,253,160,,1466.772355,30866.39075,1.651997222,887.8782213,18684.28732
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Maternity,,Member,68230.54,3367,2379,136,48,,20.26449064,1421.469583,1.651997222,12.26666145,860.4551898
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Medical,,Member,19176228.78,3367,2379,28182,2721,,5695.345643,7047.49312,1.651997222,3447.551586,4266.044171
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Office Visit,,Member,282029.36,3367,2379,1481,1132,,83.76280368,249.1425442,1.651997222,50.70396158,150.8129317
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Outpatient,,Member,7273526.97,3367,2379,6843,1503,,2160.23967,4839.339301,1.651997222,1307.653331,2929.38707
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Pharmacy,,Member,5183371.96,3367,2379,27433,2470,,1539.463012,2098.531158,1.651997222,931.8799033,1270.299447
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Professional,,Member,6964079.29,3367,2379,25292,2717,,2068.333618,2563.150272,1.651997222,1252.020034,1551.546357
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Total,,Member,24359600.74,3367,2379,,,,7234.808655,,1.651997222,4379.431489,
Outreach,run1,Outreach,2018,Mailers,Total,Total,ER,,Member,1314806.84,2759,1851,735,409,,476.5519536,3214.68665,1.651997222,288.4701906,1945.939501
Outreach,run1,Outreach,2018,Mailers,Total,Total,Inpatient,,Member,4769707.23,2759,1851,220,143,,1728.781164,33354.59601,1.651997222,1046.479462,20190.46737
Outreach,run1,Outreach,2018,Mailers,Total,Total,Maternity,,Member,52029.59,2759,1851,90,38,,18.85813338,1369.199737,1.651997222,11.41535417,828.8147937
Outreach,run1,Outreach,2018,Mailers,Total,Total,Medical,,Member,17328496.78,2759,1851,22975,2162,,6280.716484,8015.030888,1.651997222,3801.892885,4851.721771
Outreach,run1,Outreach,2018,Mailers,Total,Total,Office Visit,,Member,203348.81,2759,1851,1056,829,,73.70380935,245.2941013,1.651997222,44.61497172,148.4833619
Outreach,run1,Outreach,2018,Mailers,Total,Total,Outpatient,,Member,6717618.63,2759,1851,6271,1251,,2434.801968,5369.799065,1.651997222,1473.853549,3250.489161
Outreach,run1,Outreach,2018,Mailers,Total,Total,Pharmacy,,Member,4668549.85,2759,1851,23596,1977,,1692.116655,2361.431386,1.651997222,1024.285412,1429.440289
Outreach,run1,Outreach,2018,Mailers,Total,Total,Professional,,Member,5841170.92,2759,1851,20235,2157,,2117.133353,2708.006917,1.651997222,1281.559875,1639.232125
Outreach,run1,Outreach,2018,Mailers,Total,Total,Total,,Member,21997046.63,2759,1851,,,,7972.833139,,1.651997222,4826.178296,
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,ER,,Member,30297.09,119,76,21,10,,254.597395,3029.709,1.651997222,154.114905,1833.96737
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Inpatient,,Member,366896.53,119,76,18,9,,3083.164118,40766.28111,1.651997222,1866.325243,24676.96711
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Maternity,,Member,1140.67,119,76,5,1,,9.585462185,1140.67,1.651997222,5.802347641,690.4793693
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Medical,,Member,939018.05,119,76,1331,107,,7890.907983,8775.869626,1.651997222,4776.586714,5312.278682
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Office Visit,,Member,10715.46,119,76,62,44,,90.04588235,243.5331818,1.651997222,54.50728436,147.4174282
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Outpatient,,Member,223569.7,119,76,245,54,,1878.736975,4140.17963,1.651997222,1137.251897,2506.166218
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Pharmacy,,Member,275594.18,119,76,1164,94,,2315.917479,2931.852979,1.651997222,1401.889451,1774.73239
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Professional,,Member,348551.82,119,76,1239,107,,2929.006891,3257.493645,1.651997222,1773.009574,1971.851769
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Total,,Member,1214612.23,119,76,,,,10206.82546,,1.651997222,6178.476165,
Outreach,run1,Outreach,2018,Total,Total,Total,ER,,Member,1539981.05,3660,2539,864,499,,420.7598497,3086.134369,1.651997222,254.6976739,1868.123219
Outreach,run1,Outreach,2018,Total,Total,Total,Inpatient,,Member,5284687.83,3660,2539,273,175,,1443.903779,30198.21617,1.651997222,874.035234,18279.82261
Outreach,run1,Outreach,2018,Total,Total,Total,Maternity,,Member,78170.57,3660,2539,153,57,,21.35807924,1371.413509,1.651997222,12.92864113,830.1548516
Outreach,run1,Outreach,2018,Total,Total,Total,Medical,,Member,20482070.88,3660,2539,30106,2934,,5596.19423,6980.937587,1.651997222,3387.532469,4225.75625
Outreach,run1,Outreach,2018,Total,Total,Total,Office Visit,,Member,302497.86,3660,2539,1583,1219,,82.64968853,248.1524692,1.651997222,50.03016193,150.2136117
Outreach,run1,Outreach,2018,Total,Total,Total,Outpatient,,Member,7752543.86,3660,2539,7367,1614,,2118.181383,4803.310942,1.651997222,1282.194276,2907.578098
Outreach,run1,Outreach,2018,Total,Total,Total,Pharmacy,,Member,5476002.71,3660,2539,29092,2651,,1496.175604,2065.636632,1.651997222,905.6768279,1250.387473
Outreach,run1,Outreach,2018,Total,Total,Total,Professional,,Member,7444839.19,3660,2539,26980,2929,,2034.109068,2541.768245,1.651997222,1231.302959,1538.60322
Outreach,run1,Outreach,2018,Total,Total,Total,Total,,Member,25958073.59,3660,2539,,,,7092.369833,,1.651997222,4293.209297,
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,ER,,Employee,930387.99,3367,2379,502,299,,391.0836444,,1.651997222,236.733839,
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Inpatient,,Employee,3004849.56,3367,2379,147,99,,1263.072535,,1.651997222,764.5730379,
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Maternity,,Employee,40775.61,3367,2379,79,27,,17.13981085,,1.651997222,10.37520561,
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Medical,,Employee,11846269.43,3367,2379,17442,1882,,4979.516364,,1.651997222,3014.240156,
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Office Visit,,Employee,185063.69,3367,2379,961,749,,77.79053804,,1.651997222,47.08878259,
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Outpatient,,Employee,4454400.51,3367,2379,3833,1004,,1872.383569,,1.651997222,1133.406003,
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Pharmacy,,Employee,3142230.45,3367,2379,17047,1687,,1320.819861,,1.651997222,799.5291055,
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Professional,,Employee,4387019.36,3367,2379,16014,1878,,1844.060261,,1.651997222,1116.261115,
Outreach,run1,Outreach,2018,Automated Outbound,Total,Total,Total,,Employee,14988499.88,3367,2379,,,,6300.336225,,1.651997222,3813.769261,
Outreach,run1,Outreach,2018,Mailers,Total,Total,ER,,Employee,830340.89,2759,1851,454,261,,448.5904322,,1.651997222,271.5443018,
Outreach,run1,Outreach,2018,Mailers,Total,Total,Inpatient,,Employee,2754703.71,2759,1851,110,80,,1488.224587,,1.651997222,900.8638554,
Outreach,run1,Outreach,2018,Mailers,Total,Total,Maternity,,Employee,24061.65,2759,1851,37,17,,12.99927067,,1.651997222,7.86882114,
Outreach,run1,Outreach,2018,Mailers,Total,Total,Medical,,Employee,10196998.47,2759,1851,13522,1425,,5508.913274,,1.651997222,3334.698872,
Outreach,run1,Outreach,2018,Mailers,Total,Total,Office Visit,,Employee,128250.87,2759,1851,663,523,,69.28734198,,1.651997222,41.94156083,
Outreach,run1,Outreach,2018,Mailers,Total,Total,Outpatient,,Employee,3939149.67,2759,1851,3388,805,,2128.119757,,1.651997222,1288.210251,
Outreach,run1,Outreach,2018,Mailers,Total,Total,Pharmacy,,Employee,2782214.19,2759,1851,14049,1290,,1503.087083,,1.651997222,909.8605388,
Outreach,run1,Outreach,2018,Mailers,Total,Total,Professional,,Employee,3503145.09,2759,1851,12220,1420,,1892.56893,,1.651997222,1145.624766,
Outreach,run1,Outreach,2018,Mailers,Total,Total,Total,,Employee,12979212.66,2759,1851,,,,7012.000357,,1.651997222,4244.559411,
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,ER,,Employee,5279.8,119,76,2,1,,69.47105263,,1.651997222,42.05276601,
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Inpatient,,Employee,211835.98,119,76,7,4,,2787.315526,,1.651997222,1687.239839,
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Medical,,Employee,487083.22,119,76,688,67,,6408.989737,,1.651997222,3879.540262,
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Office Visit,,Employee,5812.61,119,76,35,25,,76.48171053,,1.651997222,46.29651279,
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Outpatient,,Employee,87633.87,119,76,109,31,,1153.077237,,1.651997222,697.9898158,
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Pharmacy,,Employee,180607.76,119,76,687,58,,2376.417895,,1.651997222,1438.51204,
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Professional,,Employee,187613.37,119,76,634,67,,2468.596974,,1.651997222,1494.310608,
Outreach,run1,Outreach,2018,Outbound Outreach,Total,Total,Total,,Employee,667690.98,119,76,,,,8785.407632,,1.651997222,5318.052303,
Outreach,run1,Outreach,2018,Total,Total,Total,ER,,Employee,1010910.75,3660,2539,549,327,,398.1531115,,1.651997222,241.0131846,
Outreach,run1,Outreach,2018,Total,Total,Total,Inpatient,,Employee,3133419.19,3660,2539,154,105,,1234.115475,,1.651997222,747.0445217,
Outreach,run1,Outreach,2018,Total,Total,Total,Maternity,,Employee,42105.24,3660,2539,81,29,,16.58339504,,1.651997222,10.0383916,
Outreach,run1,Outreach,2018,Total,Total,Total,Medical,,Employee,12446945.56,3660,2539,18422,2003,,4902.302308,,1.651997222,2967.500334,
Outreach,run1,Outreach,2018,Total,Total,Total,Office Visit,,Employee,196203.45,3660,2539,1020,797,,77.27587633,,1.651997222,46.7772435,
Outreach,run1,Outreach,2018,Total,Total,Total,Outpatient,,Employee,4699733.9,3660,2539,4177,1068,,1851.017684,,1.651997222,1120.472637,
Outreach,run1,Outreach,2018,Total,Total,Total,Pharmacy,,Employee,3334844,3660,2539,17894,1786,,1313.447814,,1.651997222,795.0665997,
Outreach,run1,Outreach,2018,Total,Total,Total,Professional,,Employee,4613792.47,3660,2539,16804,1998,,1817.169149,,1.651997222,1099.983175,
Outreach,run1,Outreach,2018,Total,Total,Total,Total,,Employee,15781789.56,3660,2539,,,,6215.750122,,1.651997222,3762.566933,
Outreach,run1,Non-Outreach,2017,Total,Total,Total,ER,,Member,720638.46,3524,1098,621,399,,204.4944552,1806.111429,0.854417793,239.3377769,2113.85044
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Inpatient,,Member,1650574.05,3524,1098,107,75,,468.3808314,22007.654,0.854417793,548.1871224,25757.48559
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Maternity,,Member,121871.42,3524,1098,137,36,,34.58326334,3385.317222,0.854417793,40.47582296,3962.133336
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Medical,,Member,8007176.33,3524,1098,17194,2498,,2272.183976,3205.43488,0.854417793,2659.335975,3751.601272
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Office Visit,,Member,263381.01,3524,1098,1643,1242,,74.73921964,212.0620048,0.854417793,87.47385672,248.1947432
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Outpatient,,Member,2719408.05,3524,1098,3011,943,,771.6821935,2883.783722,0.854417793,903.167279,3375.144741
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Pharmacy,,Member,1273087.07,3524,1098,10920,1943,,361.2619381,655.2172259,0.854417793,422.8164968,766.8581238
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Professional,,Member,3637194.23,3524,1098,16002,2488,,1032.120951,1461.894787,0.854417793,1207.981574,1710.983547
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Total,,Member,9280263.4,3524,1098,,,,2633.445914,,0.854417793,3082.152472,
Outreach,run1,Non-Outreach,2017,Total,Total,Total,ER,,Employee,263470.32,3524,1098,179,112,,239.9547541,,0.854417793,280.8400714,
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Inpatient,,Employee,1000323.28,3524,1098,48,30,,911.0412386,,0.854417793,1066.271379,
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Maternity,,Employee,53937.36,3524,1098,70,17,,49.12327869,,0.854417793,57.49327679,
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Medical,,Employee,3539741.38,3524,1098,5457,718,,3223.808179,,0.854417793,3773.105153,
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Office Visit,,Employee,67309.18,3524,1098,345,263,,61.30162113,,0.854417793,71.74665791,
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Outpatient,,Employee,1301264.79,3524,1098,1364,325,,1185.12276,,0.854417793,1387.052995,
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Pharmacy,,Employee,454281.78,3524,1098,3543,590,,413.7356831,,0.854417793,484.2311177,
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Professional,,Employee,1238153.31,3524,1098,4787,716,,1127.64418,,0.854417793,1319.780778,
Outreach,run1,Non-Outreach,2017,Total,Total,Total,Total,,Employee,3994023.16,3524,1098,,,,3637.543862,,0.854417793,4257.33627,
Outreach,run1,Non-Outreach,2018,Total,Total,Total,ER,,Member,800488.36,3134,902,613,399,,255.4206637,2006.236491,0.781383965,326.8823971,2567.542438
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Inpatient,,Member,2127265.73,3134,902,105,82,,678.7701755,25942.265,0.781383965,868.6768677,33200.40614
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Maternity,,Member,73590.17,3134,902,111,32,,23.48122846,2299.692813,0.781383965,30.05081945,2943.10213
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Medical,,Member,8333784.46,3134,902,15130,2245,,2659.152668,3712.153434,0.781383965,3403.13186,4750.741759
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Office Visit,,Member,221345.37,3134,902,1349,1074,,70.62711232,206.0943855,0.781383965,90.38720456,263.7555857
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Outpatient,,Member,2884182.26,3134,902,2946,864,,920.2878941,3338.173912,0.781383965,1177.766546,4272.130041
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Pharmacy,,Member,1813430.2,3134,902,11232,1784,,578.6312061,1016.496749,0.781383965,740.5209625,1300.892767
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Professional,,Member,3322336.47,3134,902,13962,2239,,1060.094598,1483.848356,0.781383965,1356.688446,1899.000264
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Total,,Member,10147214.66,3134,902,,,,3237.783874,,0.781383965,4143.652823,
Outreach,run1,Non-Outreach,2018,Total,Total,Total,ER,,Employee,291074.85,3134,902,215,130,,322.6993902,,0.781383965,412.9844027,
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Inpatient,,Employee,1301492.86,3134,902,32,23,,1442.896741,,0.781383965,1846.591183,
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Maternity,,Employee,15737.84,3134,902,19,6,,17.44771619,,0.781383965,22.3292478,
Outreach,run1,Non-Outreach,2018,Total,Total,Total,Medical,,Employee,3395067.32,3134,902,4220,592,,3763.932727,,0.781383965,4817.007891,
